
/* Phases are in use since 2014.2.

/* Mandatory labels are unified from 2015.2
/* 57;1,$;Concept;typeConcept;mandatory label;0;;
/* 60;4,7,$;Join;typeOther;mandatory label since 2013.1 build 175;0;;
/* 87;1,$;Numeric;typeConcept;mandatory label since 2014.2 build 241;0;;
/* 58;1,$;Punctuation;typeEndConcept;mandatory label;0;;
/* 56;1,$;Relation;typeRelation;mandatory label;0;;
/* 25;1,4,$;SBegin;typeOther;mandatory label, beginning of sentence;0;2011.2;
/* 26;1,4,$;SEnd;typeOther;mandatory label, end of sentence;0;2011.2;
/* 59;1,$;Unknown;typeOther;mandatory label;0;;

/* Mandatory attributes are unified from 2015.2
/* 63;1,$;CapitalAll;typeAttribute;mandatory label;0;2013.1;
/* 61;1,$;CapitalInitial;typeAttribute;mandatory label;0;2013.1;
/* 62;1,$;CapitalMixed;typeAttribute;mandatory label;0;2013.1;
/* 76;1,$;NonSemantic;typeAttribute;garbage;0;2013.1;Entity(NonSemantic)

/* User dictionary labels are new and unified from 2015.2
/*98;1,$;UDNegation;typeAttribute;to mark certain entities as negation;0;17-11-2014-sde;Entity(Negation)
/*99;1,$;UDPosSentiment;typeAttribute;for sentiment markers;0;17-11-2014-sde;Entity(PositiveSentiment)
/*100;1,$;UDNegSentiment;typeAttribute;for sentiment markers;0;17-11-2014-sde;Entity(NegativeSentiment)


/* Required labels
73;1,$;Subject;typeAttribute;;0;2013.1;
74;1,$;Object;typeAttribute;;0;2013.1;
75;1,$;PrimaryRelation;typeAttribute;;0;2013.1;

/* DE Equivalents of mandatory labels
88;40,70,80,50,60,$;DEPunctuation;typeEndConcept;copy of mandatory label;0;added phase 60 #22-sde;

/* DE Equivalents of mandatory attributes
89;40;DECapitalAll;typeAttribute;mandatory label;0;2013.1;
90;40;DECapitalInitial;typeAttribute;mandatory label;0;2013.1;
91;40;DECapitalMixed;typeAttribute;mandatory label;0;2013.1;


/* Default label
1;1,40,50,60,70,80,$;DECon;typeConcept;defaultwaarde;1;added phase 60 #21-sde;

/* Group Labels
/*55;40,70,$;NonRelevant;typeNonRelevant;voor CRC-detectie in testframework;0;;  deleted 25-04-2014-sde: not needed anymore
2;1,40,50,70,80;DEAdv;typeNonRelevant;changed from nonrelevant 18-12-2009;0;removed phase $ #22-sde;
77;1,30,50,$;DEAdvDegree;typeAmbiguous;adverb of degree, 2014.2-sde;0;;
78;1,50,$;DEAdvDirection;typeRelation;adverb of direction, 2014.2-sde;0;;
/*79;1,50,$;DEAdvFreq;typeRelation;adverb expressing frequency, 2014.2-sde;0;; deleted 2016-01-12-sde
80;1,30,50,$;DEAdvManner;typeRelation;adverb of manner, 2014.2-sde;0;;
81;1,50,$;DEAdvModality;typeRelation;modal adverb, 2014.2-sde;0;;
82;1,50,$;DEAdvNonrelevant;typeOther;nonrelevant adverb, 2014.2-sde;0;;
83;1,30,50,$;DEAdvPlace;typePathRelevant;adverb of place, 2014.2-sde, changed type from typeConcept 14-12-2015-sde;0;;
99;1,30,50,$;DEAdvTemp;typePathRelevant;time-related adverb, 03-12-2015-sde;0;;
84;1,30,50,$;DEAdvTime;typeBeginEndConcept;adverb of time, 2014.2-sde, changed type from Ambiguous 11-12-2015-sde;0;;
86;1,50,$;DECAdv;typeBeginConcept;adverb that has become a concept, this label is only used in rules, 2014.2-sde;0;;
85;1,50,$;DERAdv;typeRelation;adverb that has to become a relation 2014.2-sde, also used in lexreps since #22-sde;0;;

39;1,40,70,$;DEAdj;typeConcept;dubbelzinnig Attradj of Predadj, changed name from DEMod 2014.2-sde;0;;
102;1,50;DEAdjpron;typeConcept;pronouns that become part of a Concept when used attributively, 04-12-2015-sde;0;;
29;1,40,70,80,50,60,$;DEAttradj;typeConcept;verbogen adjectieven en gelijkwaardige woorden;0;changed name from DEAttrmod 2014.2-sde, added phase 60 #21-sde;
101;1,40,50,$;DEAttrpron;typeOther;pronouns that can be used attributively, 04-12-2015-sde;0;;
52;1,40,70,$;DEBeginCon;typeBeginConcept;No Description;0;;
43;1,40,50,70,$;DEBeginadj;typeBeginConcept;No Description, changed name from DEBeginMod 2014.2-sde;0;;
64;1,40,70,$;DEConIfCap;typeOther;concept if capitalized;0;;
107;1,40;DEConpart1;typeConcept;first part of a concept;0;2016-10-10-sde;
17;1,40,50,70,$;DEDefart;typeBeginConcept;das;0;;
